,country,Year,Poverty rate (no unit),GDP per hours worked (USD/hour),Income Inequality (no unit),Employment Rate (no unit),Hours worked per year (hours/year),Average Wage (USD)
279,LTU,2016,0.168,36.953394,0.378,69.375,1694.0,24981.5571757992
280,LTU,2017,0.173,39.682168,0.374,70.375,1657.0,26382.371107254
281,LTU,2018,0.155,40.536245,0.361,72.4,1664.0,27572.3834502782
282,LTU,2019,0.154,42.122569,0.357,72.975,1665.0,29695.4026117346
283,AUT,1995,NaN,51.105772,NaN,NaN,1653.0,45952.8670777328
284,AUT,1996,NaN,51.175266,NaN,NaN,1683.0,45628.6027110581
285,AUT,1997,NaN,51.62205,NaN,NaN,1691.0,45227.5798086875
286,AUT,1998,NaN,53.568424,NaN,NaN,1671.0,46686.6362023384
287,AUT,1999,NaN,54.513967,NaN,68.525,1675.0,47726.933898762
288,AUT,2000,NaN,55.825179,NaN,68.5,1675.0,47860.0986214107
289,AUT,2001,NaN,56.533555,NaN,68.375,1663.0,47714.711314757
290,AUT,2002,NaN,57.591558,NaN,68.75,1661.0,48453.1637884007
291,AUT,2003,NaN,58.071618,NaN,68.95,1652.0,48581.8194610465
292,AUT,2004,NaN,59.181589,NaN,66.525,1655.0,49484.4436736349
293,AUT,2005,NaN,60.63234,NaN,67.4,1632.0,49763.891701897
294,AUT,2006,NaN,62.218785,NaN,68.575,1617.0,50524.506564447
295,AUT,2020,NaN,69.760137,NaN,71.725,1400.0,53131.8472601512
296,BEL,1970,NaN,27.497166,NaN,NaN,1883.2,NaN
297,BEL,1971,NaN,28.485856,NaN,NaN,1873.4,NaN
298,BEL,1972,NaN,30.468756,NaN,NaN,1847.5,NaN
299,BEL,1973,NaN,32.532014,NaN,NaN,1820.1,NaN
300,BEL,1974,NaN,33.924965,NaN,NaN,1791.9,NaN
301,BEL,1975,NaN,34.141031,NaN,NaN,1782.7,NaN
302,BEL,1976,NaN,36.207479,NaN,NaN,1785.5,NaN
303,BEL,1977,NaN,37.115528,NaN,NaN,1759.8,NaN
304,BEL,1978,NaN,38.507129,NaN,NaN,1743.0,NaN
305,BEL,1979,NaN,39.422417,NaN,NaN,1726.6,NaN
306,BEL,1980,NaN,41.729091,NaN,NaN,1706.5,NaN
307,BEL,1981,NaN,42.974937,NaN,NaN,1683.4,NaN
308,BEL,1982,NaN,44.17632,NaN,NaN,1669.0,NaN
309,BEL,1983,NaN,44.7383,NaN,NaN,1674.9,NaN
310,BEL,1984,NaN,45.213096,NaN,NaN,1699.0,NaN
311,BEL,1985,NaN,45.575369,NaN,NaN,1705.0,NaN
312,BEL,1986,NaN,46.657876,NaN,NaN,1685.0,NaN
313,BEL,1987,NaN,47.821332,NaN,NaN,1669.9,NaN
314,BEL,1988,NaN,49.479833,NaN,NaN,1657.9,NaN
315,BEL,1989,NaN,50.695138,NaN,NaN,1648.9,NaN
316,BEL,1990,NaN,51.285906,NaN,NaN,1662.9,43271.9619113889
317,BEL,1991,NaN,53.247397,NaN,NaN,1625.8,45174.1667647885
318,BEL,1992,NaN,54.911491,NaN,NaN,1602.7,46624.4713756495
319,BEL,1993,NaN,56.284298,NaN,NaN,1558.6,47603.7793088088
320,BEL,1994,NaN,58.348072,NaN,NaN,1558.6,48527.8309553806
321,BEL,1995,NaN,58.593596,NaN,NaN,1578.0,48363.4964937424
322,BEL,1996,NaN,59.324556,NaN,NaN,1575.0,48971.4639416815
323,BEL,1997,NaN,60.888272,NaN,NaN,1582.0,49593.7397022466
324,BEL,1998,NaN,61.322735,NaN,NaN,1574.0,49621.631242538
325,BEL,1999,NaN,62.591788,NaN,59.3,1575.0,52390.4274061264
326,BEL,2000,NaN,63.08917,NaN,60.525,1589.0,51921.816962016
327,BEL,2001,NaN,63.233672,NaN,59.95,1581.0,52081.9379392926
328,BEL,2002,NaN,63.667303,NaN,59.9,1594.0,53422.8940119239
329,BEL,2003,NaN,64.204011,NaN,59.6,1598.0,53743.6339194443
330,BEL,2004,NaN,66.278551,NaN,60.35,1588.0,53463.2312244709
331,BEL,2005,NaN,67.287921,NaN,61.075,1578.0,52969.1503587303
332,BEL,2006,NaN,67.637137,NaN,61.0,1592.0,53327.4499316515
333,BEL,2007,NaN,68.887444,NaN,62.025,1594.0,53224.860382965
334,BEL,2008,NaN,68.464336,NaN,62.4,1582.0,53452.9296076202
335,BEL,2009,NaN,68.020751,NaN,61.6,1563.0,54193.8290817752
336,BEL,2010,NaN,69.053627,NaN,62.025,1574.0,53969.0247192277
337,BEL,2011,NaN,68.581978,NaN,61.925,1590.0,54520.1406100755
338,BEL,2012,NaN,68.923207,NaN,61.825,1587.0,54950.8724902214
339,BEL,2013,NaN,69.517696,NaN,61.8,1586.0,55503.3675184005
340,BEL,2014,NaN,70.513657,NaN,61.9,1582.0,55808.7979316441
341,BEL,2015,NaN,71.604653,NaN,61.8,1575.0,55427.2863649154
342,BEL,2016,NaN,71.674769,NaN,62.3,1574.0,55525.9899435912
343,BEL,2017,NaN,71.534022,NaN,63.125,1578.0,55130.1819736769
344,BEL,2020,NaN,74.487852,NaN,64.45,1481.0,54326.5981747548
345,CZE,1993,NaN,21.584056,NaN,NaN,1857.0,NaN
346,CZE,1994,NaN,22.182228,NaN,NaN,1839.0,NaN
347,CZE,1995,NaN,23.555989,NaN,NaN,1832.0,14072.7147771638
348,CZE,1996,NaN,24.464831,NaN,NaN,1829.0,15520.1914903333
349,CZE,1997,NaN,24.396092,NaN,NaN,1838.0,15763.0970340134
350,CZE,1998,NaN,24.433029,NaN,67.325,1861.0,15760.0232220167
351,CZE,1999,NaN,24.918613,NaN,65.625,1891.0,16388.8472746364
352,CZE,2000,NaN,25.998047,NaN,64.975,1900.0,17001.467460402
353,CZE,2001,NaN,27.994158,NaN,65.025,1823.0,17878.2515488835
354,CZE,2002,NaN,28.429678,NaN,65.425,1812.0,18960.8504177632
355,CZE,2003,NaN,29.901424,NaN,64.725,1799.0,20406.5427297657
356,CZE,2020,NaN,42.444763,NaN,74.4,1705.0,29884.5888161355
357,CZE,2021,NaN,42.573113,NaN,74.4,NaN,NaN
358,DNK,1970,NaN,27.472263,NaN,NaN,1845.0,NaN
359,DNK,1971,NaN,28.866758,NaN,NaN,1810.0,NaN
360,DNK,1972,NaN,30.399818,NaN,NaN,1752.0,NaN
361,DNK,1973,NaN,32.058011,NaN,NaN,1710.0,NaN
362,DNK,1974,NaN,32.263526,NaN,NaN,1691.0,NaN
363,DNK,1975,NaN,33.589438,NaN,NaN,1617.0,NaN
364,DNK,1976,NaN,34.830328,NaN,NaN,1624.0,NaN
365,DNK,1977,NaN,36.121419,NaN,NaN,1598.0,NaN
366,DNK,1978,NaN,37.157283,NaN,NaN,1575.0,NaN
367,DNK,1979,NaN,38.436488,NaN,NaN,1564.0,NaN
368,DNK,1980,NaN,38.140141,NaN,NaN,1577.0,NaN
369,DNK,1981,NaN,39.262832,NaN,NaN,1546.0,NaN
370,DNK,1982,NaN,40.358549,NaN,NaN,1553.0,NaN
371,DNK,1983,NaN,41.560958,NaN,NaN,1546.0,NaN
372,DNK,1984,NaN,42.8173,NaN,NaN,1541.0,NaN
373,DNK,1985,NaN,43.900178,NaN,NaN,1527.0,NaN
374,DNK,1986,NaN,44.851916,NaN,NaN,1531.0,NaN
375,DNK,1987,NaN,45.762837,NaN,NaN,1493.0,NaN
376,DNK,1988,NaN,46.660917,NaN,NaN,1471.0,NaN
377,DNK,1989,NaN,47.63771,NaN,NaN,1455.0,NaN
378,DNK,1990,NaN,49.031726,NaN,NaN,1441.0,42121.6290413028
379,DNK,1991,NaN,50.313361,NaN,NaN,1437.0,42315.8336025697
380,DNK,1992,NaN,51.179633,NaN,NaN,1452.0,43776.5976944339
381,DNK,1993,NaN,52.15734,NaN,NaN,1449.0,44254.8835756581
382,DNK,1994,NaN,55.487238,NaN,NaN,1407.0,42666.0579433195
383,DNK,1995,NaN,56.312932,NaN,NaN,1419.0,43561.5484857321
384,DNK,1996,NaN,57.655533,NaN,NaN,1412.0,44359.0156031489
385,DNK,1997,NaN,58.073442,NaN,NaN,1428.0,45071.0233653229
386,DNK,1998,NaN,58.006556,NaN,NaN,1441.0,45870.5836675736
387,DNK,1999,NaN,58.597376,NaN,76.05,1456.0,46386.7769660791
388,DNK,2000,NaN,59.954667,NaN,76.25,1466.0,46360.0732481077
389,DNK,2001,NaN,59.743007,NaN,76.2,1469.0,46668.8445134325
390,DNK,2002,NaN,60.234191,NaN,75.875,1463.0,47742.3257266107
391,DNK,2003,NaN,61.228274,NaN,75.125,1458.0,48934.1832474341
392,DNK,2004,NaN,63.183454,NaN,75.675,1458.0,50030.8665366715
393,DNK,2005,NaN,64.048343,NaN,75.9,1451.0,50878.9370953566
394,DNK,2006,NaN,64.892447,NaN,77.375,1456.0,51745.2357634446
395,DNK,2007,NaN,65.012119,NaN,77.0,1433.0,52309.1761870157
396,DNK,2008,NaN,64.044269,NaN,76.325,1430.0,53017.211201936
397,DNK,2009,NaN,63.453957,NaN,73.525,1417.0,54302.6336273298
398,DNK,2010,NaN,65.937261,NaN,71.8,1422.0,54928.3171318432
399,DNK,2019,NaN,74.832812,NaN,75.0,1381.0,57967.3139494302
400,DNK,2020,NaN,75.406175,NaN,74.425,1346.0,58429.6521388968
401,FIN,1970,NaN,17.891602,NaN,NaN,1918.0,NaN
402,FIN,1971,NaN,18.769753,NaN,NaN,1884.0,NaN
403,FIN,1972,NaN,20.19845,NaN,NaN,1869.0,NaN
404,FIN,1973,NaN,21.394049,NaN,NaN,1853.0,NaN
405,FIN,1974,NaN,22.072285,NaN,NaN,1848.0,NaN
406,FIN,1975,NaN,23.448613,NaN,NaN,1779.0,NaN
407,FIN,1976,NaN,23.786178,NaN,NaN,1776.0,NaN
408,FIN,1977,NaN,24.380215,NaN,NaN,1769.0,NaN
409,FIN,1978,NaN,25.257122,NaN,NaN,1774.0,NaN
410,FIN,1979,NaN,26.824261,NaN,NaN,1751.0,NaN
411,FIN,1980,NaN,27.771568,NaN,NaN,1732.0,NaN
412,FIN,1981,NaN,27.779305,NaN,NaN,1726.0,NaN
413,FIN,1982,NaN,28.581813,NaN,NaN,1719.0,NaN
414,FIN,1983,NaN,29.73621,NaN,NaN,1709.0,NaN
415,FIN,1984,NaN,30.670306,NaN,NaN,1705.0,NaN
416,FIN,1985,NaN,31.718514,NaN,NaN,1699.0,NaN
417,FIN,1986,NaN,33.029039,NaN,NaN,1683.0,NaN
418,FIN,2019,NaN,61.454045,NaN,72.0,1539.0,46248.5762458008
419,FIN,2020,NaN,61.518782,NaN,71.175,1531.0,46229.570198901
420,FRA,1970,NaN,23.895838,NaN,NaN,1993.0,NaN
421,FRA,1971,NaN,25.08375,NaN,NaN,1990.0,NaN
422,FRA,1972,NaN,26.770467,NaN,NaN,1937.0,NaN
423,FRA,1973,NaN,28.316172,NaN,NaN,1920.0,NaN
424,FRA,1974,NaN,29.760027,NaN,NaN,1888.0,NaN
425,FRA,1975,NaN,30.117225,NaN,NaN,1863.0,NaN
426,FRA,1976,NaN,30.736344,NaN,NaN,1889.0,NaN
427,FRA,1977,NaN,32.177911,NaN,NaN,1850.0,NaN
428,FRA,1978,NaN,33.831663,NaN,NaN,1819.0,NaN
429,FRA,1979,NaN,34.864781,NaN,NaN,1816.0,NaN
430,FRA,1980,NaN,35.437723,NaN,NaN,1806.0,NaN
431,FRA,1981,NaN,36.265538,NaN,NaN,1786.0,NaN
432,FRA,1982,NaN,38.617471,NaN,NaN,1714.0,NaN
433,FRA,1983,NaN,39.556884,NaN,NaN,1696.0,NaN
434,FRA,1984,NaN,40.521273,NaN,NaN,1690.0,NaN
435,FRA,1985,NaN,42.149867,NaN,NaN,1654.0,NaN
436,FRA,1986,NaN,43.080524,NaN,NaN,1648.0,NaN
437,FRA,1987,NaN,43.50535,NaN,NaN,1659.0,NaN
438,FRA,1988,NaN,44.910327,NaN,NaN,1667.0,NaN
439,FRA,1989,NaN,46.511042,NaN,NaN,1651.0,NaN
440,FRA,1990,NaN,47.626606,NaN,NaN,1645.0,34779.553800201
441,FRA,1991,NaN,48.223343,NaN,NaN,1638.0,35182.9108112945
442,FRA,1992,NaN,49.384037,NaN,NaN,1635.0,35576.979010678
443,FRA,1993,NaN,49.843589,NaN,NaN,1627.0,35989.3764923616
444,FRA,1994,NaN,50.872062,NaN,NaN,1623.0,36137.6494858234
445,FRA,1995,NaN,52.137055,NaN,NaN,1601.0,36676.7956154132
446,FRA,1996,NaN,52.705155,NaN,NaN,1597.0,36779.1987687957
447,FRA,1997,NaN,53.577234,NaN,NaN,1596.0,37192.511516323
448,FRA,1998,NaN,54.902497,NaN,NaN,1585.0,37763.6773965466
449,FRA,1999,NaN,55.693666,NaN,NaN,1578.0,38596.8540006405
450,FRA,2000,NaN,57.168797,NaN,NaN,1558.0,38782.1155835131
451,FRA,2001,NaN,58.238429,NaN,NaN,1538.0,39027.4067529322
452,FRA,2002,NaN,59.938668,NaN,NaN,1504.0,40080.973866655
453,FRA,2003,NaN,60.280773,NaN,64.425,1507.0,40405.5055288181
454,FRA,2004,NaN,60.946954,NaN,64.225,1531.0,41068.0709646522
455,FRA,2005,NaN,61.487911,NaN,64.15,1532.0,41561.9605502097
456,FRA,2006,NaN,63.018745,NaN,64.15,1515.0,42027.7128210275
457,FRA,2007,NaN,62.723395,NaN,64.725,1537.0,42184.5668291047
458,FRA,2008,NaN,62.323215,NaN,65.3,1543.0,42102.2967323037
459,FRA,2009,NaN,61.685771,NaN,64.425,1531.0,43441.63850086
460,FRA,2010,NaN,62.484285,NaN,64.375,1540.0,44324.9511611263
461,FRA,2011,NaN,63.109941,NaN,64.3,1546.0,44255.6792311367
462,FRA,2020,NaN,67.655544,NaN,66.1,1402.0,45580.7045304337
463,FRA,2021,NaN,67.113151,NaN,67.25,NaN,NaN
464,DEU,1970,NaN,24.997145,NaN,NaN,NaN,NaN
465,DEU,1971,NaN,26.088089,NaN,NaN,NaN,NaN
466,DEU,1972,NaN,27.388072,NaN,NaN,NaN,NaN
467,DEU,1973,NaN,28.785134,NaN,NaN,NaN,NaN
468,DEU,1974,NaN,29.947238,NaN,NaN,NaN,NaN
469,DEU,1975,NaN,31.074,NaN,NaN,NaN,NaN
470,DEU,1976,NaN,32.522757,NaN,NaN,NaN,NaN
471,DEU,1977,NaN,33.862079,NaN,NaN,NaN,NaN
472,DEU,1978,NaN,34.907447,NaN,NaN,NaN,NaN
473,DEU,1979,NaN,35.906958,NaN,NaN,NaN,NaN
474,DEU,1980,NaN,36.209255,NaN,NaN,NaN,NaN
475,DEU,1981,NaN,36.81123,NaN,NaN,NaN,NaN
476,DEU,1982,NaN,37.192097,NaN,NaN,NaN,NaN
477,DEU,1983,NaN,38.412381,NaN,NaN,NaN,NaN
478,DEU,1984,NaN,39.426925,NaN,NaN,NaN,NaN
479,DEU,1985,NaN,40.336667,NaN,NaN,NaN,NaN
480,DEU,1986,NaN,40.947861,NaN,NaN,NaN,NaN
481,DEU,1987,NaN,41.507998,NaN,NaN,NaN,NaN
482,DEU,1988,NaN,42.578714,NaN,NaN,NaN,NaN
483,DEU,1989,NaN,44.060484,NaN,NaN,NaN,NaN
484,DEU,1990,NaN,45.617388,NaN,NaN,NaN,NaN
485,DEU,1991,NaN,47.203373,NaN,NaN,1554.1,40190.8651370532
486,DEU,1992,NaN,48.408308,NaN,NaN,1565.1,42561.7646308136
487,DEU,1993,NaN,49.35082,NaN,NaN,1540.2,42844.2547655193
488,DEU,1994,NaN,50.628,NaN,NaN,1536.6,42937.8809719562
489,DEU,1995,NaN,51.390581,NaN,NaN,1530.6,43852.9365835218
490,DEU,1996,NaN,52.255597,NaN,NaN,1516.8,44362.984969703
491,DEU,1997,NaN,53.53631,NaN,NaN,1507.7,44181.0579403052
492,DEU,1998,NaN,54.081496,NaN,NaN,1504.5,44722.7416990888
493,DEU,1999,NaN,54.695538,NaN,NaN,1491.5,45326.9059987319
494,DEU,2000,NaN,56.051436,NaN,NaN,1465.9,45583.7242601558
495,DEU,2001,NaN,57.4591,NaN,NaN,1458.2,45929.7420664934
496,DEU,2002,NaN,57.991792,NaN,NaN,1448.9,46206.9408845997
497,DEU,2003,NaN,58.437853,NaN,NaN,1443.4,46361.3964338503
498,DEU,2004,NaN,58.970058,NaN,NaN,1442.6,46363.3180368231
499,DEU,2005,NaN,59.900695,NaN,65.45,1432.4,46553.2012381216
500,DEU,2006,NaN,60.858653,NaN,67.15,1453.2,46546.4614941587
501,DEU,2007,NaN,61.577685,NaN,68.975,1454.1,46415.4101855891
502,DEU,2009,NaN,59.739676,NaN,69.375,1405.0,46645.9630877211
503,DEU,2010,NaN,61.116778,NaN,70.3,1425.7,47054.1004687921
504,DEU,2019,NaN,66.682355,NaN,75.65,1382.8,54041.3564696298
505,DEU,2020,NaN,66.937949,NaN,76.15579,1331.7,53744.9986010753
506,DEU,2021,NaN,67.558698,NaN,75.775,NaN,NaN
507,GRC,1983,NaN,26.77867,NaN,NaN,2072.0,NaN
508,GRC,1984,NaN,28.323496,NaN,NaN,2003.0,NaN
509,GRC,1985,NaN,28.083133,NaN,NaN,2020.0,NaN
510,GRC,1986,NaN,28.286112,NaN,NaN,2009.0,NaN
511,GRC,1987,NaN,28.249824,NaN,NaN,1968.0,NaN
512,GRC,1988,NaN,29.140711,NaN,NaN,1957.0,NaN
513,GRC,1989,NaN,29.53317,NaN,NaN,1997.0,NaN
514,GRC,1990,NaN,29.461007,NaN,NaN,1976.0,NaN
515,GRC,1991,NaN,30.471233,NaN,NaN,2005.0,NaN
516,GRC,1992,NaN,29.861671,NaN,NaN,2031.0,NaN
517,GRC,1993,NaN,28.857861,NaN,NaN,2051.0,NaN
518,GRC,1994,NaN,29.3672,NaN,NaN,2018.0,NaN
519,GRC,1995,NaN,29.968877,NaN,NaN,2001.0,20853.9053614045
520,GRC,1996,NaN,31.018777,NaN,NaN,2000.0,21070.7797270181
521,GRC,1997,NaN,32.570105,NaN,NaN,1998.0,23441.6854533788
522,GRC,1998,NaN,32.398392,NaN,55.975,1999.0,25381.445627518
523,GRC,1999,NaN,33.449735,NaN,55.9,1995.0,25782.6174026155
524,GRC,2000,NaN,34.595292,NaN,56.45,1998.0,27247.192440852
525,GRC,2001,NaN,36.002957,NaN,56.325,1992.0,28163.2134523513
526,GRC,2002,NaN,36.668949,NaN,57.375,1984.0,30725.9237336929
527,GRC,2003,NaN,38.283271,NaN,58.5,1983.0,32076.8820218096
528,GRC,2020,NaN,34.262803,NaN,53.675,1728.0,27207.3239886219
529,HUN,1991,NaN,16.709361,NaN,NaN,2048.0,NaN
530,HUN,1992,NaN,18.085615,NaN,NaN,2002.0,NaN
531,HUN,1993,NaN,19.18435,NaN,NaN,2002.0,NaN
532,HUN,1994,NaN,18.828924,NaN,NaN,2142.0,NaN
533,HUN,1995,NaN,21.758345,NaN,NaN,1948.0,14716.6235805729
534,HUN,1996,NaN,21.841212,NaN,NaN,1946.0,14722.0570256971
535,HUN,1997,NaN,22.206701,NaN,NaN,1954.3,15085.3530086525
536,HUN,1998,NaN,22.974597,NaN,NaN,1945.1,15430.6354999022
537,HUN,1999,NaN,23.133427,NaN,55.55,1952.4,15497.1692507389
538,HUN,2000,NaN,24.269494,NaN,56.225,1932.4,16211.9558256321
539,HUN,2001,NaN,25.669038,NaN,56.2,1897.8,17442.0231180681
540,HUN,2002,NaN,27.129321,NaN,56.225,1883.6,18314.6683957083
541,HUN,2003,NaN,28.111433,NaN,57.025,1856.3,19785.9115877671
542,HUN,2004,NaN,29.798399,NaN,56.75,1858.6,21165.5271762645
543,HUN,2005,NaN,31.723352,NaN,56.9,1834.1,22095.7765743746
544,HUN,2020,NaN,39.28036,NaN,71.95,1660.3,25408.61292954
545,HUN,2021,NaN,39.133986,NaN,73.075,NaN,NaN
546,IRL,1970,NaN,15.537211,NaN,NaN,2335.0,NaN
547,IRL,1971,NaN,16.010355,NaN,NaN,2318.0,NaN
548,IRL,1972,NaN,17.413104,NaN,NaN,2297.0,NaN
549,IRL,1973,NaN,18.07774,NaN,NaN,2285.0,NaN
550,IRL,1974,NaN,18.887292,NaN,NaN,2248.0,NaN
551,IRL,1975,NaN,20.201159,NaN,NaN,2239.0,NaN
552,IRL,1976,NaN,20.718599,NaN,NaN,2233.0,NaN
553,IRL,1977,NaN,22.021204,NaN,NaN,2203.0,NaN
554,IRL,1978,NaN,23.554185,NaN,NaN,2184.0,NaN
555,IRL,1979,NaN,23.330179,NaN,NaN,2162.0,NaN
556,IRL,1980,NaN,24.719989,NaN,NaN,2123.0,NaN
557,IRL,1981,NaN,26.001971,NaN,NaN,2091.0,NaN
558,IRL,1982,NaN,26.796167,NaN,NaN,2084.0,NaN
559,IRL,1983,NaN,27.100678,NaN,NaN,2074.0,NaN
560,IRL,1984,NaN,29.062939,NaN,NaN,2056.0,NaN
561,IRL,1985,NaN,29.988647,NaN,NaN,2063.0,NaN
562,IRL,1986,NaN,29.549105,NaN,NaN,2097.0,NaN
563,IRL,1987,NaN,31.049471,NaN,NaN,2077.0,NaN
564,IRL,1988,NaN,32.526546,NaN,NaN,2085.0,NaN
565,IRL,1989,NaN,34.337223,NaN,NaN,2092.0,NaN
566,IRL,1990,NaN,35.880888,NaN,NaN,2081.0,26664.1910379053
567,IRL,1991,NaN,37.322428,NaN,NaN,2046.0,27766.6323605475
568,IRL,1992,NaN,39.193069,NaN,NaN,1998.0,28924.1048331146
569,IRL,1993,NaN,40.183005,NaN,NaN,1971.0,30357.3355684508
570,IRL,1994,NaN,41.157405,NaN,NaN,1971.0,30551.7886430669
571,IRL,1995,NaN,43.185972,NaN,NaN,1963.0,31093.8573227631
572,IRL,1996,NaN,44.912418,NaN,NaN,1954.0,31542.7060466838
573,IRL,1997,NaN,47.969646,NaN,NaN,1954.0,33300.1918888205
574,IRL,1998,NaN,48.971985,NaN,NaN,1953.0,35255.423439484
575,IRL,1999,NaN,51.131435,NaN,NaN,1942.0,36050.1370830212
576,IRL,2000,NaN,53.79148,NaN,65.15,1933.0,36886.407876656
577,IRL,2001,NaN,55.197634,NaN,65.825,1924.0,38203.4365801934
578,IRL,2002,NaN,58.128995,NaN,65.45,1904.0,38522.0316947383
579,IRL,2003,NaN,59.332231,NaN,65.5,1887.0,39759.3884314574
580,IRL,2019,NaN,102.388449,NaN,69.45,1771.0,49509.0271779156
581,IRL,2020,NaN,111.837194,NaN,66.55,1746.0,49473.5528423192
582,IRL,2021,NaN,119.965149,NaN,NaN,NaN,NaN
583,ITA,1970,NaN,25.305962,NaN,NaN,NaN,NaN
584,ITA,1971,NaN,26.437245,NaN,NaN,NaN,NaN
585,ITA,1972,NaN,27.746945,NaN,NaN,NaN,NaN
586,ITA,1973,NaN,29.55267,NaN,NaN,NaN,NaN
587,ITA,1974,NaN,31.189027,NaN,NaN,NaN,NaN
588,ITA,1975,NaN,30.761898,NaN,NaN,NaN,NaN
589,ITA,1976,NaN,32.659556,NaN,NaN,NaN,NaN
590,ITA,1977,NaN,34.014961,NaN,NaN,NaN,NaN
591,ITA,1978,NaN,35.189797,NaN,NaN,NaN,NaN
592,ITA,1979,NaN,37.006682,NaN,NaN,NaN,NaN
593,ITA,1980,NaN,37.709445,NaN,NaN,NaN,NaN
594,ITA,1981,NaN,37.930318,NaN,NaN,NaN,NaN
595,ITA,1982,NaN,37.77805,NaN,NaN,NaN,NaN
596,ITA,1983,NaN,38.111703,NaN,NaN,NaN,NaN
597,ITA,1984,NaN,39.562281,NaN,NaN,NaN,NaN
598,ITA,1985,NaN,40.363743,NaN,NaN,NaN,NaN
599,ITA,1986,NaN,41.048174,NaN,NaN,NaN,NaN
600,ITA,1987,NaN,41.833545,NaN,NaN,NaN,NaN
601,ITA,1988,NaN,43.041769,NaN,NaN,NaN,NaN
602,ITA,1989,NaN,44.572499,NaN,NaN,NaN,NaN
603,ITA,1990,NaN,45.001814,NaN,NaN,NaN,38893.4280472174
604,ITA,1991,NaN,45.022633,NaN,NaN,NaN,39220.176451678
605,ITA,1992,NaN,45.652707,NaN,NaN,NaN,39182.2070009401
606,ITA,1993,NaN,46.516213,NaN,NaN,NaN,38578.6716734558
607,ITA,1994,NaN,48.470113,NaN,NaN,NaN,38079.0988214321
608,ITA,1995,NaN,49.907066,NaN,NaN,1856.2,37245.4432311566
609,ITA,1996,NaN,49.964089,NaN,NaN,1866.2,37548.6328972198
610,ITA,1997,NaN,50.886196,NaN,NaN,1859.9,38619.2892099363
611,ITA,1998,NaN,50.921112,NaN,51.925,1873.1,38744.8195393774
612,ITA,1999,NaN,51.279218,NaN,52.675,1869.9,39191.1840278942
613,ITA,2000,NaN,52.751834,NaN,53.7,1850.2,39175.2821562418
614,ITA,2001,NaN,53.105591,NaN,54.8,1837.6,39448.8254069494
615,ITA,2002,NaN,52.689151,NaN,55.55,1826.2,39169.3539542759
616,ITA,2003,NaN,52.31578,NaN,56.1,1815.1,39063.4423342791
617,ITA,2019,NaN,53.667651,NaN,59.05,1714.7,40145.0764312802
618,ITA,2020,NaN,54.878829,NaN,57.45,1558.7,37769.0960760782
619,ITA,2021,NaN,54.170307,NaN,58.25,NaN,NaN
620,LUX,1970,NaN,46.34691,NaN,NaN,NaN,NaN
621,LUX,1971,NaN,46.191178,NaN,NaN,NaN,NaN
