,country,Year,Poverty rate (no unit),GDP per hours worked (USD/hour),Income Inequality (no unit),Employment Rate (no unit),Hours worked per year (hours/year),Average Wage (USD)
622,LUX,1972,NaN,48.488393,NaN,NaN,NaN,NaN
623,LUX,1973,NaN,52.389258,NaN,NaN,NaN,NaN
624,LUX,1974,NaN,53.828135,NaN,NaN,NaN,NaN
625,LUX,1975,NaN,50.472484,NaN,NaN,NaN,NaN
626,LUX,1976,NaN,51.33199,NaN,NaN,NaN,NaN
627,LUX,1977,NaN,52.926793,NaN,NaN,NaN,NaN
628,LUX,1978,NaN,55.969247,NaN,NaN,NaN,NaN
629,LUX,1979,NaN,57.547685,NaN,NaN,NaN,NaN
630,LUX,1980,NaN,58.183288,NaN,NaN,NaN,NaN
631,LUX,1981,NaN,58.524015,NaN,NaN,NaN,NaN
632,LUX,1982,NaN,59.973709,NaN,NaN,NaN,NaN
633,LUX,1983,NaN,62.175483,NaN,NaN,NaN,NaN
634,LUX,1984,NaN,66.197945,NaN,NaN,NaN,NaN
635,LUX,1985,NaN,66.845557,NaN,NaN,NaN,NaN
636,LUX,1986,NaN,72.187116,NaN,NaN,NaN,NaN
637,LUX,1987,NaN,73.127734,NaN,NaN,NaN,NaN
638,LUX,1988,NaN,76.060635,NaN,NaN,NaN,NaN
639,LUX,1989,NaN,81.277089,NaN,NaN,NaN,NaN
640,LUX,1990,NaN,82.14235,NaN,NaN,NaN,47638.0849533522
641,LUX,1991,NaN,86.739651,NaN,NaN,NaN,48990.1385975245
642,LUX,1992,NaN,87.073564,NaN,NaN,NaN,50291.8051828361
643,LUX,1993,NaN,88.780059,NaN,NaN,NaN,51261.1524106382
644,LUX,1994,NaN,90.948597,NaN,NaN,NaN,52091.6301832521
645,LUX,1995,NaN,89.29036,NaN,NaN,1593.0,52049.854336575
646,LUX,1996,NaN,89.521784,NaN,NaN,1600.0,52856.5098132893
647,LUX,1997,NaN,90.955873,NaN,NaN,1598.0,53679.5069194432
648,LUX,1998,NaN,93.057507,NaN,NaN,1593.0,54005.8578460097
649,LUX,1999,NaN,96.297881,NaN,NaN,1592.0,55239.8340232671
650,LUX,2000,NaN,97.459711,NaN,NaN,1602.0,57100.2061420319
651,LUX,2001,NaN,95.733237,NaN,NaN,1586.0,57692.514528292
652,LUX,2002,NaN,96.465052,NaN,NaN,1581.0,58874.668145495
653,LUX,2003,NaN,97.170243,NaN,62.2,1579.0,58614.0845569448
654,LUX,2004,NaN,98.973858,NaN,62.5,1578.0,59436.6300969912
655,LUX,2005,NaN,99.957636,NaN,63.6,1550.0,59505.0926032255
656,LUX,2006,NaN,102.035068,NaN,63.6,1552.0,60312.1130879641
657,LUX,2007,NaN,104.743364,NaN,64.15,1566.0,61899.599170367
658,LUX,2008,NaN,99.685834,NaN,63.425,1567.0,61626.4121219145
659,LUX,2009,NaN,99.484621,NaN,65.2,1517.0,63344.6645188323
660,LUX,2010,NaN,101.160094,NaN,65.2,1517.0,63916.5579495403
661,LUX,2011,NaN,99.378768,NaN,64.625,1515.0,62955.1802968511
662,LUX,2012,NaN,98.989858,NaN,65.85,1508.0,62450.6523609851
663,LUX,2013,NaN,100.800784,NaN,65.725,1503.0,63058.362909457
664,LUX,2014,NaN,100.550424,NaN,66.625,1506.0,65379.0812699051
665,LUX,2020,NaN,100.861,NaN,67.25,1427.0,65854.0113373947
666,LUX,2021,NaN,107.42966,NaN,NaN,NaN,NaN
667,NLD,1970,NaN,30.197071,NaN,NaN,1809.0,NaN
668,NLD,1971,NaN,31.745281,NaN,NaN,1777.0,NaN
669,NLD,1972,NaN,32.764277,NaN,NaN,1775.0,NaN
670,NLD,1973,NaN,34.936802,NaN,NaN,1749.0,NaN
671,NLD,1974,NaN,37.310879,NaN,NaN,1696.0,NaN
672,NLD,1975,NaN,38.565128,NaN,NaN,1644.0,NaN
673,NLD,1976,NaN,40.493105,NaN,NaN,1628.0,NaN
674,NLD,1977,NaN,41.742758,NaN,NaN,1608.0,NaN
675,NLD,1978,NaN,42.907563,NaN,NaN,1580.0,NaN
676,NLD,1979,NaN,43.442551,NaN,NaN,1559.0,NaN
677,NLD,1980,NaN,44.115423,NaN,NaN,1556.0,NaN
678,NLD,1981,NaN,43.966274,NaN,NaN,1556.0,NaN
679,NLD,1982,NaN,44.48092,NaN,NaN,1542.0,NaN
680,NLD,1983,NaN,46.257534,NaN,NaN,1527.0,NaN
681,NLD,1984,NaN,47.535747,NaN,NaN,1519.0,NaN
682,NLD,1985,NaN,48.407746,NaN,NaN,1502.0,NaN
683,NLD,1986,NaN,49.06844,NaN,NaN,1488.0,NaN
684,NLD,1987,NaN,49.668798,NaN,NaN,1467.0,NaN
685,NLD,1988,NaN,50.569019,NaN,NaN,1464.0,NaN
686,NLD,1989,NaN,51.599894,NaN,NaN,1459.0,NaN
687,NLD,1990,NaN,52.346308,NaN,NaN,1454.0,50948.0526068636
688,NLD,1991,NaN,52.977604,NaN,NaN,1444.0,51331.3628850956
689,NLD,1992,NaN,52.877723,NaN,NaN,1451.0,51595.1635731809
690,NLD,1993,NaN,53.725864,NaN,NaN,1440.0,52478.0047292831
691,NLD,1994,NaN,54.669954,NaN,NaN,1447.0,52854.2622898816
692,NLD,1995,NaN,53.830722,NaN,NaN,1482.0,51819.604672067
693,NLD,1996,NaN,54.029715,NaN,NaN,1496.0,51642.6509566356
694,NLD,1997,NaN,55.222705,NaN,NaN,1482.0,51813.0614399377
695,NLD,1998,NaN,56.578693,NaN,NaN,1479.0,50161.3284532778
696,NLD,1999,NaN,57.827451,NaN,NaN,1477.0,51097.0657342877
697,NLD,2000,NaN,59.696492,NaN,72.95,1464.0,52370.9716205327
698,NLD,2001,NaN,60.299505,NaN,74.125,1454.0,53147.0608432683
699,NLD,2002,NaN,60.739628,NaN,74.4,1436.0,53327.022171792
700,NLD,2003,NaN,61.541637,NaN,73.65,1428.0,53704.8939175605
701,NLD,2004,NaN,62.603024,NaN,73.125,1448.0,54564.008995857
702,NLD,2005,NaN,64.097939,NaN,70.625,1434.0,54565.0725478266
703,NLD,2006,NaN,65.051296,NaN,71.575,1430.0,54457.1218788386
704,NLD,2007,NaN,65.632495,NaN,73.45,1429.0,55235.2514398843
705,NLD,2008,NaN,66.009294,NaN,74.925,1429.0,55569.5026926211
706,NLD,2009,NaN,64.520326,NaN,76.175,1420.0,57943.8811751976
707,NLD,2010,NaN,65.852731,NaN,75.45,1420.0,57959.4520914233
708,NLD,2020,NaN,66.988588,NaN,79.3,1399.0,58827.5035366225
709,NLD,2021,NaN,68.468131,NaN,80.15,NaN,NaN
710,POL,1993,NaN,14.578061,NaN,NaN,1901.0,NaN
711,POL,1994,NaN,15.298607,NaN,NaN,1938.0,NaN
712,POL,1995,NaN,16.531734,NaN,NaN,1901.0,16556.4974837401
713,POL,1996,NaN,17.208247,NaN,NaN,1915.0,17865.8579008802
714,POL,1997,NaN,18.108217,NaN,NaN,1910.0,18793.7393784113
715,POL,1998,NaN,18.958022,NaN,NaN,1887.0,19353.860686407
716,POL,1999,NaN,21.182987,NaN,NaN,1827.0,21031.6505693126
717,POL,2000,NaN,22.154027,NaN,54.975,1869.0,21130.9063477895
718,POL,2001,NaN,23.114554,NaN,53.35,1855.0,22338.1563025665
719,POL,2002,NaN,24.384977,NaN,51.475,1850.0,22272.0594165356
720,POL,2003,NaN,25.411615,NaN,51.2,1859.0,22539.4934300052
721,POL,2004,NaN,26.378876,NaN,51.65,1859.0,22041.9676898839
722,POL,2019,NaN,41.688937,NaN,67.525,1781.0,31958.8646972613
723,POL,2020,NaN,40.975613,NaN,67.8,1766.0,32527.0516416767
724,PRT,1970,NaN,15.884268,NaN,NaN,1963.0,NaN
725,PRT,1971,NaN,16.742211,NaN,NaN,1951.0,NaN
726,PRT,1972,NaN,18.288099,NaN,NaN,1939.0,NaN
727,PRT,1973,NaN,20.619838,NaN,NaN,1927.0,NaN
728,PRT,1974,NaN,19.602583,NaN,NaN,1915.0,NaN
729,PRT,1975,NaN,18.01865,NaN,NaN,1904.0,NaN
730,PRT,1976,NaN,19.117042,NaN,NaN,1892.0,NaN
731,PRT,1977,NaN,20.192174,NaN,NaN,1881.0,NaN
732,PRT,1978,NaN,20.934742,NaN,NaN,1870.0,NaN
733,PRT,1979,NaN,21.974077,NaN,NaN,1859.0,NaN
734,PRT,1980,NaN,22.607184,NaN,NaN,1849.0,NaN
735,PRT,1981,NaN,23.001586,NaN,NaN,1838.0,NaN
736,PRT,1982,NaN,23.646247,NaN,NaN,1827.0,NaN
737,PRT,1983,NaN,22.689251,NaN,NaN,1817.0,NaN
738,PRT,1984,NaN,22.454542,NaN,NaN,1806.0,NaN
739,PRT,1985,NaN,23.320772,NaN,NaN,1796.0,NaN
740,PRT,1986,NaN,24.392544,NaN,NaN,1785.0,NaN
741,PRT,1987,NaN,25.088153,NaN,NaN,1799.0,NaN
742,PRT,1988,NaN,26.291719,NaN,NaN,1798.0,NaN
743,PRT,1989,NaN,27.066936,NaN,NaN,1818.0,NaN
744,PRT,1990,NaN,27.707487,NaN,NaN,1806.0,NaN
745,PRT,1991,NaN,29.164906,NaN,NaN,1739.0,NaN
746,PRT,1992,NaN,30.209877,NaN,NaN,1682.0,NaN
747,PRT,1993,NaN,30.169923,NaN,NaN,1684.0,NaN
748,PRT,1994,NaN,30.35293,NaN,NaN,1692.0,NaN
749,PRT,1995,NaN,30.792879,NaN,NaN,1749.0,24992.4127731046
750,PRT,1996,NaN,31.328764,NaN,NaN,1750.0,25916.3002360654
751,PRT,1997,NaN,31.945256,NaN,NaN,1746.0,26594.2885082187
752,PRT,1998,NaN,32.308401,NaN,66.825,1760.0,26931.0994554187
753,PRT,1999,NaN,33.021921,NaN,67.525,1762.0,27847.7894728328
754,PRT,2000,NaN,33.39192,NaN,68.375,1770.0,28228.6354606001
755,PRT,2001,NaN,33.741433,NaN,69.0,1755.0,28343.134433643
756,PRT,2002,NaN,33.986751,NaN,68.775,1749.0,28329.141427626
757,PRT,2003,NaN,34.135504,NaN,68.0,1742.0,28264.6074821099
758,PRT,2020,NaN,40.007212,NaN,68.525,1613.0,28410.0381459127
759,SVK,1995,NaN,18.990242,NaN,NaN,1853.0,11077.0499677282
760,SVK,1996,NaN,20.198215,NaN,NaN,1820.0,11977.0604787853
761,SVK,1997,NaN,21.49578,NaN,NaN,1830.0,13601.0708712827
762,SVK,1998,NaN,22.578373,NaN,NaN,1822.0,14136.7405479847
763,SVK,1999,NaN,23.212316,NaN,58.1,1816.0,13841.9433167126
764,SVK,2000,NaN,23.959307,NaN,56.775,1816.0,14368.4449128181
765,SVK,2001,NaN,24.800374,NaN,56.825,1801.0,14368.4436226573
766,SVK,2002,NaN,26.583416,NaN,56.8,1754.0,15109.9629738844
767,SVK,2003,NaN,28.668581,NaN,57.725,1698.0,15407.0544070801
768,SVK,2020,NaN,46.076361,NaN,69.475,1572.0,23618.9987388768
769,ESP,1970,NaN,19.456709,NaN,NaN,NaN,NaN
770,ESP,1971,NaN,20.254235,NaN,NaN,NaN,NaN
771,ESP,1972,NaN,21.883542,NaN,NaN,NaN,NaN
772,ESP,1973,NaN,23.266107,NaN,NaN,NaN,NaN
773,ESP,1974,NaN,24.326676,NaN,NaN,NaN,NaN
774,ESP,1975,NaN,24.740871,NaN,NaN,NaN,NaN
775,ESP,1976,NaN,25.741652,NaN,NaN,NaN,NaN
776,ESP,1977,NaN,26.69427,NaN,NaN,2036.3,NaN
777,ESP,1978,NaN,27.944322,NaN,NaN,2004.9,NaN
778,ESP,1979,NaN,29.080019,NaN,NaN,1954.3,NaN
779,ESP,1980,NaN,30.842335,NaN,NaN,1936.0,NaN
780,ESP,1981,NaN,32.129102,NaN,NaN,1901.6,NaN
781,ESP,1982,NaN,33.182738,NaN,NaN,1880.3,NaN
782,ESP,1983,NaN,34.482717,NaN,NaN,1847.9,NaN
783,ESP,1984,NaN,36.786388,NaN,NaN,1803.4,NaN
784,ESP,1985,NaN,38.244664,NaN,NaN,1793.3,NaN
785,ESP,1986,NaN,38.769527,NaN,NaN,1785.2,NaN
786,ESP,1987,NaN,39.227079,NaN,NaN,1777.1,NaN
787,ESP,1988,NaN,39.92217,NaN,NaN,1773.0,NaN
788,ESP,1989,NaN,40.663923,NaN,NaN,1760.9,NaN
789,ESP,1990,NaN,40.610334,NaN,NaN,1762.9,35714.9885639942
790,ESP,1991,NaN,40.93923,NaN,NaN,1772.0,36857.2126280692
791,ESP,1992,NaN,42.095182,NaN,NaN,1763.9,38219.1466425834
792,ESP,1993,NaN,43.075286,NaN,NaN,1755.8,38827.6303535086
793,ESP,1994,NaN,44.336893,NaN,NaN,1754.8,39235.3541793084
794,ESP,1995,NaN,44.707713,NaN,NaN,1754.8,38456.0652072193
795,ESP,1996,NaN,45.202826,NaN,NaN,1749.7,38976.5421959654
796,ESP,1997,NaN,45.127254,NaN,NaN,1749.7,39017.0170924806
797,ESP,1998,NaN,44.914611,NaN,NaN,1753.8,39225.5332917929
798,ESP,1999,NaN,44.756285,NaN,53.85,1753.8,39206.2238299561
799,ESP,2000,NaN,44.96434,NaN,56.275,1752.8,38349.3178003556
800,ESP,2001,NaN,45.03635,NaN,57.825,1762.1,38149.0804357446
801,ESP,2002,NaN,45.106207,NaN,58.925,1763.6,38339.7910496485
802,ESP,2003,NaN,45.24043,NaN,60.175,1754.6,38146.7822547178
803,ESP,2004,NaN,45.385456,NaN,61.325,1739.9,37660.4683534974
804,ESP,2005,NaN,45.562728,NaN,63.55,1723.7,37825.0180076595
805,ESP,2006,NaN,45.829181,NaN,65.025,1713.7,37646.3859191017
806,ESP,2020,NaN,52.253121,NaN,60.95,1577.2,37922.2024818766
807,ESP,2021,NaN,51.226547,NaN,62.725,NaN,NaN
808,SWE,1970,NaN,30.206157,NaN,NaN,1565.0,NaN
809,SWE,1971,NaN,31.127651,NaN,NaN,1536.0,NaN
810,SWE,1972,NaN,32.497715,NaN,NaN,1500.0,NaN
811,SWE,1973,NaN,34.000922,NaN,NaN,1485.0,NaN
812,SWE,1974,NaN,34.804306,NaN,NaN,1468.0,NaN
813,SWE,1975,NaN,35.534957,NaN,NaN,1446.0,NaN
814,SWE,1976,NaN,35.500445,NaN,NaN,1455.0,NaN
815,SWE,1977,NaN,35.610328,NaN,NaN,1430.0,NaN
816,SWE,1978,NaN,36.955464,NaN,NaN,1394.0,NaN
817,SWE,1979,NaN,38.157216,NaN,NaN,1384.0,NaN
818,SWE,1980,NaN,38.351998,NaN,NaN,1382.0,NaN
819,SWE,1981,NaN,38.68891,NaN,NaN,1374.0,NaN
820,SWE,1982,NaN,38.877849,NaN,NaN,1387.0,NaN
821,SWE,1983,NaN,39.271798,NaN,NaN,1396.0,NaN
822,SWE,1984,NaN,40.507687,NaN,NaN,1399.0,NaN
823,SWE,1985,NaN,40.87299,NaN,NaN,1402.0,NaN
824,SWE,1986,NaN,41.775158,NaN,NaN,1400.0,NaN
825,SWE,1987,NaN,42.560488,NaN,NaN,1409.0,NaN
826,SWE,1988,NaN,42.515013,NaN,NaN,1427.0,NaN
827,SWE,1989,NaN,43.046645,NaN,NaN,1426.0,NaN
828,SWE,1990,NaN,43.065544,NaN,NaN,1423.0,28839.1880082533
829,SWE,1991,NaN,43.618098,NaN,NaN,1410.0,27466.0093753859
830,SWE,1992,NaN,44.583207,NaN,NaN,1427.0,28326.6692620211
831,SWE,1993,NaN,45.56177,NaN,NaN,1443.0,27955.5176121195
832,SWE,1994,NaN,46.707471,NaN,NaN,1477.0,28635.7405132597
833,SWE,1995,NaN,47.578617,NaN,NaN,1483.0,28696.1256416967
834,SWE,1996,NaN,48.395512,NaN,NaN,1493.0,30409.9751730569
835,SWE,1997,NaN,50.360522,NaN,NaN,1498.0,31605.1888243566
836,SWE,1998,NaN,51.691363,NaN,NaN,1497.0,32653.3016999684
837,SWE,1999,NaN,52.468657,NaN,NaN,1506.0,33329.4125656562
838,SWE,2000,NaN,54.375144,NaN,NaN,1486.0,34388.9484187077
839,SWE,2001,NaN,54.797151,NaN,74.05,1465.0,34796.8879758431
840,SWE,2002,NaN,56.754132,NaN,73.625,1445.0,35251.8533426745
841,SWE,2003,NaN,58.928846,NaN,72.875,1432.0,35555.7494602559
842,SWE,2004,NaN,60.978577,NaN,72.05,1454.0,36723.844979794
843,SWE,2005,NaN,62.707178,NaN,72.3,1453.0,37649.7667406336
844,SWE,2006,NaN,64.541247,NaN,73.125,1451.0,38701.2384294153
845,SWE,2007,NaN,64.701634,NaN,74.175,1463.0,40054.091743044
846,SWE,2008,NaN,63.575092,NaN,74.325,1472.0,40860.7815199667
847,SWE,2009,NaN,62.666044,NaN,71.65,1459.0,41016.9656550011
848,SWE,2010,NaN,64.863053,NaN,71.6,1484.0,41533.8891289532
849,SWE,2011,NaN,65.418685,NaN,73.1,1484.0,42160.8183463129
850,SWE,2012,NaN,65.083663,NaN,73.275,1472.0,43079.8807886723
851,SWE,2020,NaN,70.525509,NaN,74.875,1424.0,47020.4898878129
852,EST,2000,NaN,21.155461,NaN,60.275,1884.0,12744.0335388387
853,EST,2001,NaN,22.383,NaN,61.075,1877.0,13189.9841415705
854,EST,2002,NaN,23.877254,NaN,61.325,1879.0,13978.2523319379
855,EST,2003,NaN,25.086689,NaN,62.95,1884.0,15332.6647745981
856,EST,2004,NaN,26.787249,NaN,63.15,1892.0,16554.4516967913
857,EST,2005,NaN,28.37254,NaN,64.825,1913.0,17660.7768566833
858,EST,2006,NaN,29.802344,NaN,68.425,1906.0,19269.6519341551
859,EST,2007,NaN,32.051758,NaN,69.725,1903.0,22405.1384365077
860,EST,2008,NaN,30.93992,NaN,70.075,1874.0,22692.8543790954
861,EST,2009,NaN,31.588678,NaN,64.2,1745.0,22216.1392807988
862,EST,2010,NaN,33.2806,NaN,61.95,1785.0,21990.5401912126
863,EST,2011,NaN,32.733169,NaN,65.7,1827.0,21483.0297721717
864,EST,2012,NaN,33.822894,NaN,67.975,1796.0,21807.7087871146
865,EST,2020,NaN,41.760009,NaN,73.975,1654.0,30720.2630723187
866,SVN,1995,NaN,24.696415,NaN,NaN,1755.0,24486.0516940375
867,SVN,1996,NaN,26.425819,NaN,NaN,1727.0,25702.2459949285
868,SVN,1997,NaN,28.48187,NaN,NaN,1715.0,27074.6137730861
869,SVN,1998,NaN,29.222361,NaN,NaN,1728.0,27412.029375634
870,SVN,1999,NaN,30.282513,NaN,62.2,1730.0,27927.0766999873
871,SVN,2000,NaN,31.263905,NaN,62.85,1710.1,28640.0053914608
872,SVN,2001,NaN,32.355075,NaN,63.8,1695.9,29807.7236776844
873,SVN,2002,NaN,32.497236,NaN,63.45,1720.5,29892.6715686062
874,SVN,2003,NaN,33.50062,NaN,62.575,1723.8,30516.9268311091
875,SVN,2020,NaN,45.704734,NaN,70.05,1514.6,41445.1742823172
876,LVA,2000,NaN,18.073126,NaN,NaN,1728.0,11759.1239217377
877,LVA,2001,NaN,18.80082,NaN,NaN,1738.0,12157.1794887416
878,LVA,2002,NaN,20.348649,NaN,59.95,1695.0,11766.0186271829
879,LVA,2003,NaN,22.042334,NaN,60.75,1686.0,12636.0220549352
880,LVA,2020,NaN,38.693729,NaN,71.475,1577.0,29876.4197225361
881,LTU,1995,NaN,15.988801,NaN,NaN,1527.0,8454.23643939247
882,LTU,1996,NaN,16.679871,NaN,NaN,1525.0,9419.15598639491
883,LTU,1997,NaN,17.897998,NaN,NaN,1530.0,10415.0718830029
884,LTU,1998,NaN,18.881262,NaN,NaN,1571.0,11376.4483509147
885,LTU,1999,NaN,19.674674,NaN,NaN,1524.0,11880.2127252716
886,LTU,2000,NaN,19.919349,NaN,NaN,1630.0,11926.5214120342
887,LTU,2001,NaN,22.233444,NaN,NaN,1617.0,12597.474261764
888,LTU,2002,NaN,23.280649,NaN,NaN,1591.0,13450.991490379
889,LTU,2003,NaN,25.402728,NaN,NaN,1577.0,14904.3111801197
890,LTU,2020,NaN,44.611804,NaN,71.625,1595.0,31810.9800849974
891,BEL,2021,NaN,NaN,NaN,65.3,NaN,NaN
892,DNK,2021,NaN,NaN,NaN,75.475,NaN,NaN
893,FIN,2021,NaN,NaN,NaN,72.65,NaN,NaN
894,POL,2021,NaN,NaN,NaN,70.3,NaN,NaN
895,PRT,2021,NaN,NaN,NaN,70.15,NaN,NaN
896,SVK,2021,NaN,NaN,NaN,69.45,NaN,NaN
897,SWE,2021,NaN,NaN,NaN,75.375,NaN,NaN
898,EST,2021,NaN,NaN,NaN,73.975,NaN,NaN
899,SVN,2021,NaN,NaN,NaN,71.45,NaN,NaN
900,LVA,2021,NaN,NaN,NaN,69.85,NaN,NaN
901,LTU,2021,NaN,NaN,NaN,72.425,NaN,NaN
902,FIN,1960,NaN,NaN,NaN,NaN,1967.0,NaN
903,FIN,1961,NaN,NaN,NaN,NaN,1966.0,NaN
904,FIN,1962,NaN,NaN,NaN,NaN,1959.0,NaN
905,FIN,1963,NaN,NaN,NaN,NaN,1956.0,NaN
906,FIN,1964,NaN,NaN,NaN,NaN,1980.0,NaN
907,FIN,1965,NaN,NaN,NaN,NaN,1980.0,NaN
908,FIN,1966,NaN,NaN,NaN,NaN,1957.0,NaN
909,FIN,1967,NaN,NaN,NaN,NaN,1940.0,NaN
910,FIN,1968,NaN,NaN,NaN,NaN,1925.0,NaN
911,FIN,1969,NaN,NaN,NaN,NaN,1907.0,NaN
912,FRA,1950,NaN,NaN,NaN,NaN,2351.0,NaN
913,FRA,1951,NaN,NaN,NaN,NaN,2360.0,NaN
914,FRA,1952,NaN,NaN,NaN,NaN,2339.0,NaN
915,FRA,1953,NaN,NaN,NaN,NaN,2313.0,NaN
916,FRA,1954,NaN,NaN,NaN,NaN,2316.0,NaN
917,FRA,1955,NaN,NaN,NaN,NaN,2292.0,NaN
918,FRA,1956,NaN,NaN,NaN,NaN,2236.0,NaN
919,FRA,1957,NaN,NaN,NaN,NaN,2200.0,NaN
920,FRA,1958,NaN,NaN,NaN,NaN,2179.0,NaN
921,FRA,1959,NaN,NaN,NaN,NaN,2179.0,NaN
922,FRA,1960,NaN,NaN,NaN,NaN,2188.0,NaN
923,FRA,1961,NaN,NaN,NaN,NaN,2165.0,NaN
924,FRA,1962,NaN,NaN,NaN,NaN,2178.0,NaN
925,FRA,1963,NaN,NaN,NaN,NaN,2159.0,NaN
926,FRA,1964,NaN,NaN,NaN,NaN,2166.0,NaN
927,FRA,1965,NaN,NaN,NaN,NaN,2153.0,NaN
928,FRA,1966,NaN,NaN,NaN,NaN,2145.0,NaN
929,FRA,1967,NaN,NaN,NaN,NaN,2110.0,NaN
930,FRA,1968,NaN,NaN,NaN,NaN,2087.0,NaN
931,FRA,1969,NaN,NaN,NaN,NaN,2012.0,NaN
932,HUN,1980,NaN,NaN,NaN,NaN,2348.0,NaN
933,HUN,1981,NaN,NaN,NaN,NaN,2347.0,NaN
934,HUN,1982,NaN,NaN,NaN,NaN,2248.0,NaN
935,HUN,1983,NaN,NaN,NaN,NaN,2226.0,NaN
936,HUN,1984,NaN,NaN,NaN,NaN,2149.0,NaN
937,HUN,1985,NaN,NaN,NaN,NaN,2120.0,NaN
938,HUN,1986,NaN,NaN,NaN,NaN,2111.0,NaN
939,HUN,1987,NaN,NaN,NaN,NaN,2158.0,NaN
940,HUN,1988,NaN,NaN,NaN,NaN,2151.0,NaN
941,HUN,1989,NaN,NaN,NaN,NaN,2125.0,NaN
942,HUN,1990,NaN,NaN,NaN,NaN,2082.0,NaN
943,SWE,1950,NaN,NaN,NaN,NaN,1824.0,NaN
944,SWE,1951,NaN,NaN,NaN,NaN,1816.0,NaN
945,SWE,1952,NaN,NaN,NaN,NaN,1816.0,NaN
946,SWE,1953,NaN,NaN,NaN,NaN,1797.0,NaN
947,SWE,1954,NaN,NaN,NaN,NaN,1807.0,NaN
948,SWE,1955,NaN,NaN,NaN,NaN,1797.0,NaN
949,SWE,1956,NaN,NaN,NaN,NaN,1775.0,NaN
950,SWE,1957,NaN,NaN,NaN,NaN,1775.0,NaN
951,SWE,1958,NaN,NaN,NaN,NaN,1746.0,NaN
952,SWE,1959,NaN,NaN,NaN,NaN,1722.0,NaN
953,SWE,1960,NaN,NaN,NaN,NaN,1718.0,NaN
954,SWE,1961,NaN,NaN,NaN,NaN,1720.0,NaN
955,SWE,1962,NaN,NaN,NaN,NaN,1709.0,NaN
956,SWE,1963,NaN,NaN,NaN,NaN,1703.0,NaN
957,SWE,1964,NaN,NaN,NaN,NaN,1675.0,NaN
958,SWE,1965,NaN,NaN,NaN,NaN,1665.0,NaN
959,SWE,1966,NaN,NaN,NaN,NaN,1653.0,NaN
960,SWE,1967,NaN,NaN,NaN,NaN,1625.0,NaN
961,SWE,1968,NaN,NaN,NaN,NaN,1586.0,NaN
962,SWE,1969,NaN,NaN,NaN,NaN,1565.0,NaN
963,AUT,1990,NaN,NaN,NaN,NaN,NaN,42551.7590367744
964,AUT,1991,NaN,NaN,NaN,NaN,NaN,43881.8669702909
965,AUT,1992,NaN,NaN,NaN,NaN,NaN,44765.9262872876
966,AUT,1993,NaN,NaN,NaN,NaN,NaN,45130.9157654398
967,AUT,1994,NaN,NaN,NaN,NaN,NaN,45585.6229416628
968,SVK,1994,NaN,NaN,NaN,NaN,NaN,10286.0774157927
969,EST,1995,NaN,NaN,NaN,NaN,NaN,9110.73868522035
970,EST,1996,NaN,NaN,NaN,NaN,NaN,9686.69554202447
971,EST,1997,NaN,NaN,NaN,NaN,NaN,10582.370294292
972,EST,1998,NaN,NaN,NaN,NaN,NaN,11283.9748867495
973,EST,1999,NaN,NaN,NaN,NaN,NaN,11804.9428126985
974,LVA,1996,NaN,NaN,NaN,NaN,NaN,9940.65200015167
975,LVA,1997,NaN,NaN,NaN,NaN,NaN,10400.7675648016
976,LVA,1998,NaN,NaN,NaN,NaN,NaN,10721.259393476
977,LVA,1999,NaN,NaN,NaN,NaN,NaN,11168.5931491416
