country,Year,GDP per hours worked (USD/hour)
AUT,1995,51.105772
AUT,1996,51.175266
AUT,1997,51.62205
AUT,1998,53.568424
AUT,1999,54.513967
AUT,2000,55.825179
AUT,2001,56.533555
AUT,2002,57.591558
AUT,2003,58.071618
AUT,2004,59.181589
AUT,2005,60.63234
AUT,2006,62.218785
AUT,2007,63.814049
AUT,2008,63.814456
AUT,2009,63.363388
AUT,2010,64.291488
AUT,2011,64.94796
AUT,2012,65.645538
AUT,2013,66.080679
AUT,2014,66.327394
AUT,2015,67.267651
AUT,2016,67.184974
AUT,2017,67.999464
AUT,2018,68.360281
AUT,2019,68.276785
AUT,2020,69.760137
BEL,1970,27.497166
BEL,1971,28.485856
BEL,1972,30.468756
BEL,1973,32.532014
BEL,1974,33.924965
BEL,1975,34.141031
BEL,1976,36.207479
BEL,1977,37.115528
BEL,1978,38.507129
BEL,1979,39.422417
BEL,1980,41.729091
BEL,1981,42.974937
BEL,1982,44.17632
BEL,1983,44.7383
BEL,1984,45.213096
BEL,1985,45.575369
BEL,1986,46.657876
BEL,1987,47.821332
BEL,1988,49.479833
BEL,1989,50.695138
BEL,1990,51.285906
BEL,1991,53.247397
BEL,1992,54.911491
BEL,1993,56.284298
BEL,1994,58.348072
BEL,1995,58.593596
BEL,1996,59.324556
BEL,1997,60.888272
BEL,1998,61.322735
BEL,1999,62.591788
BEL,2000,63.08917
BEL,2001,63.233672
BEL,2002,63.667303
BEL,2003,64.204011
BEL,2004,66.278551
BEL,2005,67.287921
BEL,2006,67.637137
BEL,2007,68.887444
BEL,2008,68.464336
BEL,2009,68.020751
BEL,2010,69.053627
BEL,2011,68.581978
BEL,2012,68.923207
BEL,2013,69.517696
BEL,2014,70.513657
BEL,2015,71.604653
BEL,2016,71.674769
BEL,2017,71.534022
BEL,2018,71.700122
BEL,2019,72.2193
BEL,2020,74.487852
CZE,1993,21.584056
CZE,1994,22.182228
CZE,1995,23.555989
CZE,1996,24.464831
CZE,1997,24.396092
CZE,1998,24.433029
CZE,1999,24.918613
CZE,2000,25.998047
CZE,2001,27.994158
CZE,2002,28.429678
CZE,2003,29.901424
CZE,2004,31.147574
CZE,2005,32.765277
CZE,2006,34.781571
CZE,2007,36.256014
CZE,2008,36.139167
CZE,2009,35.303035
CZE,2010,36.128328
CZE,2011,36.734795
CZE,2012,36.886973
CZE,2013,37.004724
CZE,2014,37.432375
CZE,2015,39.390083
CZE,2016,39.251558
CZE,2017,40.595969
CZE,2018,41.152718
CZE,2019,42.263727
CZE,2020,42.444763
CZE,2021,42.573113
DNK,1970,27.472263
DNK,1971,28.866758
DNK,1972,30.399818
DNK,1973,32.058011
DNK,1974,32.263526
DNK,1975,33.589438
DNK,1976,34.830328
DNK,1977,36.121419
DNK,1978,37.157283
DNK,1979,38.436488
DNK,1980,38.140141
DNK,1981,39.262832
DNK,1982,40.358549
DNK,1983,41.560958
DNK,1984,42.8173
DNK,1985,43.900178
DNK,1986,44.851916
DNK,1987,45.762837
DNK,1988,46.660917
DNK,1989,47.63771
DNK,1990,49.031726
DNK,1991,50.313361
DNK,1992,51.179633
DNK,1993,52.15734
DNK,1994,55.487238
DNK,1995,56.312932
DNK,1996,57.655533
DNK,1997,58.073442
DNK,1998,58.006556
DNK,1999,58.597376
DNK,2000,59.954667
DNK,2001,59.743007
DNK,2002,60.234191
DNK,2003,61.228274
DNK,2004,63.183454
DNK,2005,64.048343
DNK,2006,64.892447
DNK,2007,65.012119
DNK,2008,64.044269
DNK,2009,63.453957
DNK,2010,65.937261
DNK,2011,66.165566
DNK,2012,67.430176
DNK,2013,67.960405
DNK,2014,69.036988
DNK,2015,70.022816
DNK,2016,70.856515
DNK,2017,72.180878
DNK,2018,73.769587
DNK,2019,74.832812
DNK,2020,75.406175
FIN,1970,17.891602
FIN,1971,18.769753
FIN,1972,20.19845
FIN,1973,21.394049
FIN,1974,22.072285
FIN,1975,23.448613
FIN,1976,23.786178
FIN,1977,24.380215
FIN,1978,25.257122
FIN,1979,26.824261
FIN,1980,27.771568
FIN,1981,27.779305
FIN,1982,28.581813
FIN,1983,29.73621
FIN,1984,30.670306
FIN,1985,31.718514
FIN,1986,33.029039
FIN,1987,33.730281
FIN,1988,35.290565
FIN,1989,36.666578
FIN,1990,37.54624
FIN,1991,37.838024
FIN,1992,39.207823
FIN,1993,41.346917
FIN,1994,43.178352
FIN,1995,43.940799
FIN,1996,44.848465
FIN,1997,46.233053
FIN,1998,48.089855
FIN,1999,49.182399
FIN,2000,51.309839
FIN,2001,52.287908
FIN,2002,52.788651
FIN,2003,53.884684
FIN,2004,55.707489
FIN,2005,56.779062
FIN,2006,58.155532
FIN,2007,60.024417
FIN,2008,59.322583
FIN,2009,56.695101
FIN,2010,58.669818
FIN,2011,59.482446
FIN,2012,58.526417
FIN,2013,58.741949
FIN,2014,58.857955
FIN,2015,59.336748
FIN,2016,60.730655
FIN,2017,62.258937
FIN,2018,61.547286
FIN,2019,61.454045
FIN,2020,61.518782
FRA,1970,23.895838
FRA,1971,25.08375
FRA,1972,26.770467
FRA,1973,28.316172
FRA,1974,29.760027
FRA,1975,30.117225
FRA,1976,30.736344
FRA,1977,32.177911
FRA,1978,33.831663
FRA,1979,34.864781
FRA,1980,35.437723
FRA,1981,36.265538
FRA,1982,38.617471
FRA,1983,39.556884
FRA,1984,40.521273
FRA,1985,42.149867
FRA,1986,43.080524
FRA,1987,43.50535
FRA,1988,44.910327
FRA,1989,46.511042
FRA,1990,47.626606
FRA,1991,48.223343
FRA,1992,49.384037
FRA,1993,49.843589
FRA,1994,50.872062
FRA,1995,52.137055
FRA,1996,52.705155
FRA,1997,53.577234
FRA,1998,54.902497
FRA,1999,55.693666
FRA,2000,57.168797
FRA,2001,58.238429
FRA,2002,59.938668
FRA,2003,60.280773
FRA,2004,60.946954
FRA,2005,61.487911
FRA,2006,63.018745
FRA,2007,62.723395
FRA,2008,62.323215
FRA,2009,61.685771
FRA,2010,62.484285
FRA,2011,63.109941
FRA,2012,63.316137
FRA,2013,64.173601
FRA,2014,64.791079
FRA,2015,65.316731
FRA,2016,65.499243
FRA,2017,66.881126
FRA,2018,67.155153
FRA,2019,67.417144
FRA,2020,67.655544
FRA,2021,67.113151
DEU,1970,24.997145
DEU,1971,26.088089
DEU,1972,27.388072
DEU,1973,28.785134
DEU,1974,29.947238
DEU,1975,31.074
DEU,1976,32.522757
DEU,1977,33.862079
DEU,1978,34.907447
DEU,1979,35.906958
DEU,1980,36.209255
DEU,1981,36.81123
DEU,1982,37.192097
DEU,1983,38.412381
DEU,1984,39.426925
DEU,1985,40.336667
DEU,1986,40.947861
DEU,1987,41.507998
DEU,1988,42.578714
DEU,1989,44.060484
DEU,1990,45.617388
DEU,1991,47.203373
DEU,1992,48.408308
DEU,1993,49.35082
DEU,1994,50.628
DEU,1995,51.390581
DEU,1996,52.255597
DEU,1997,53.53631
DEU,1998,54.081496
DEU,1999,54.695538
DEU,2000,56.051436
DEU,2001,57.4591
DEU,2002,57.991792
DEU,2003,58.437853
DEU,2004,58.970058
DEU,2005,59.900695
DEU,2006,60.858653
DEU,2007,61.577685
DEU,2008,61.593702
DEU,2009,59.739676
DEU,2010,61.116778
DEU,2011,62.706421
DEU,2012,63.093299
DEU,2013,63.392823
DEU,2014,64.049842
DEU,2015,64.376152
DEU,2016,65.248665
DEU,2017,66.411797
DEU,2018,66.438174
DEU,2019,66.682355
DEU,2020,66.937949
DEU,2021,67.558698
GRC,1983,26.77867
GRC,1984,28.323496
GRC,1985,28.083133
GRC,1986,28.286112
GRC,1987,28.249824
GRC,1988,29.140711
GRC,1989,29.53317
GRC,1990,29.461007
GRC,1991,30.471233
GRC,1992,29.861671
GRC,1993,28.857861
GRC,1994,29.3672
GRC,1995,29.968877
GRC,1996,31.018777
GRC,1997,32.570105
GRC,1998,32.398392
GRC,1999,33.449735
GRC,2000,34.595292
GRC,2001,36.002957
GRC,2002,36.668949
GRC,2003,38.283271
GRC,2004,39.452811
GRC,2005,38.333434
GRC,2006,39.9746
GRC,2007,41.019547
GRC,2008,40.446927
GRC,2009,39.400232
GRC,2010,39.042632
GRC,2011,36.290422
GRC,2012,34.410406
GRC,2013,33.622669
GRC,2014,33.42498
GRC,2015,34.620332
GRC,2016,33.18184
GRC,2017,33.647617
GRC,2018,32.410775
GRC,2019,33.475251
GRC,2020,34.262803
HUN,1991,16.709361
HUN,1992,18.085615
HUN,1993,19.18435
HUN,1994,18.828924
HUN,1995,21.758345
HUN,1996,21.841212
HUN,1997,22.206701
HUN,1998,22.974597
HUN,1999,23.133427
HUN,2000,24.269494
HUN,2001,25.669038
HUN,2002,27.129321
HUN,2003,28.111433
HUN,2004,29.798399
HUN,2005,31.723352
HUN,2006,33.072538
HUN,2007,33.89389
HUN,2008,34.790217
HUN,2009,33.741979
HUN,2010,34.179123
HUN,2011,35.080159
HUN,2012,34.628284
HUN,2013,34.899918
HUN,2014,34.490434
HUN,2015,35.041117
HUN,2016,34.246099
HUN,2017,35.29112
HUN,2018,36.720453
HUN,2019,38.138306
HUN,2020,39.28036
HUN,2021,39.133986
IRL,1970,15.537211
IRL,1971,16.010355
IRL,1972,17.413104
IRL,1973,18.07774
IRL,1974,18.887292
IRL,1975,20.201159
IRL,1976,20.718599
IRL,1977,22.021204
IRL,1978,23.554185
IRL,1979,23.330179
IRL,1980,24.719989
IRL,1981,26.001971
IRL,1982,26.796167
IRL,1983,27.100678
IRL,1984,29.062939
IRL,1985,29.988647
IRL,1986,29.549105
IRL,1987,31.049471
IRL,1988,32.526546
IRL,1989,34.337223
IRL,1990,35.880888
IRL,1991,37.322428
IRL,1992,39.193069
IRL,1993,40.183005
IRL,1994,41.157405
IRL,1995,43.185972
IRL,1996,44.912418
IRL,1997,47.969646
IRL,1998,48.971985
IRL,1999,51.131435
IRL,2000,53.79148
IRL,2001,55.197634
IRL,2002,58.128995
IRL,2003,59.332231
IRL,2004,61.65624
IRL,2005,61.878739
IRL,2006,62.235474
IRL,2007,63.259955
IRL,2008,61.498228
IRL,2009,64.448589
IRL,2010,71.96792
IRL,2011,73.674205
IRL,2012,73.983774
IRL,2013,72.541196
IRL,2014,76.196282
IRL,2015,91.344744
IRL,2016,90.260453
IRL,2017,94.816963
IRL,2018,99.808717
IRL,2019,102.388449
IRL,2020,111.837194
IRL,2021,119.965149
ITA,1970,25.305962
ITA,1971,26.437245
ITA,1972,27.746945
ITA,1973,29.55267
ITA,1974,31.189027
ITA,1975,30.761898
ITA,1976,32.659556
ITA,1977,34.014961
ITA,1978,35.189797
ITA,1979,37.006682
ITA,1980,37.709445
ITA,1981,37.930318
ITA,1982,37.77805
ITA,1983,38.111703
ITA,1984,39.562281
ITA,1985,40.363743
ITA,1986,41.048174
ITA,1987,41.833545
ITA,1988,43.041769
ITA,1989,44.572499
ITA,1990,45.001814
ITA,1991,45.022633
ITA,1992,45.652707
ITA,1993,46.516213
ITA,1994,48.470113
ITA,1995,49.907066
ITA,1996,49.964089
ITA,1997,50.886196
ITA,1998,50.921112
ITA,1999,51.279218
ITA,2000,52.751834
ITA,2001,53.105591
ITA,2002,52.689151
ITA,2003,52.31578
ITA,2004,52.754499
ITA,2005,52.990201
ITA,2006,52.873541
ITA,2007,52.833352
ITA,2008,52.532095
ITA,2009,51.485627
ITA,2010,52.656139
ITA,2011,53.011615
ITA,2012,52.728249
ITA,2013,53.147359
ITA,2014,53.189636
ITA,2015,53.221214
ITA,2016,53.057615
ITA,2017,53.399887
ITA,2018,53.393274
ITA,2019,53.667651
ITA,2020,54.878829
ITA,2021,54.170307
LUX,1970,46.34691
LUX,1971,46.191178
LUX,1972,48.488393
LUX,1973,52.389258
LUX,1974,53.828135
LUX,1975,50.472484
LUX,1976,51.33199
LUX,1977,52.926793
LUX,1978,55.969247
LUX,1979,57.547685
LUX,1980,58.183288
LUX,1981,58.524015
LUX,1982,59.973709
LUX,1983,62.175483
LUX,1984,66.197945
LUX,1985,66.845557
LUX,1986,72.187116
LUX,1987,73.127734
LUX,1988,76.060635
LUX,1989,81.277089
LUX,1990,82.14235
LUX,1991,86.739651
LUX,1992,87.073564
LUX,1993,88.780059
LUX,1994,90.948597
LUX,1995,89.29036
LUX,1996,89.521784
LUX,1997,90.955873
LUX,1998,93.057507
LUX,1999,96.297881
LUX,2000,97.459711
LUX,2001,95.733237
LUX,2002,96.465052
LUX,2003,97.170243
LUX,2004,98.973858
LUX,2005,99.957636
LUX,2006,102.035068
LUX,2007,104.743364
LUX,2008,99.685834
LUX,2009,99.484621
LUX,2010,101.160094
LUX,2011,99.378768
LUX,2012,98.989858
LUX,2013,100.800784
LUX,2014,100.550424
LUX,2015,99.777819
LUX,2016,101.763319
LUX,2017,100.25682
LUX,2018,98.602591
LUX,2019,98.573992
LUX,2020,100.861
LUX,2021,107.42966
NLD,1970,30.197071
NLD,1971,31.745281
NLD,1972,32.764277
NLD,1973,34.936802
NLD,1974,37.310879
NLD,1975,38.565128
NLD,1976,40.493105
NLD,1977,41.742758
NLD,1978,42.907563
NLD,1979,43.442551
NLD,1980,44.115423
NLD,1981,43.966274
NLD,1982,44.48092
NLD,1983,46.257534
NLD,1984,47.535747
NLD,1985,48.407746
NLD,1986,49.06844
NLD,1987,49.668798
NLD,1988,50.569019
NLD,1989,51.599894
NLD,1990,52.346308
NLD,1991,52.977604
NLD,1992,52.877723
NLD,1993,53.725864
NLD,1994,54.669954
NLD,1995,53.830722
NLD,1996,54.029715
NLD,1997,55.222705
NLD,1998,56.578693
NLD,1999,57.827451
NLD,2000,59.696492
NLD,2001,60.299505
NLD,2002,60.739628
NLD,2003,61.541637
NLD,2004,62.603024
NLD,2005,64.097939
NLD,2006,65.051296
NLD,2007,65.632495
NLD,2008,66.009294
NLD,2009,64.520326
NLD,2010,65.852731
NLD,2011,66.274742
NLD,2012,66.176095
NLD,2013,66.678971
NLD,2014,67.172705
NLD,2015,67.832959
NLD,2016,67.727181
NLD,2017,68.095551
NLD,2018,67.876916
NLD,2019,67.760713
NLD,2020,66.988588
NLD,2021,68.468131
POL,1993,14.578061
POL,1994,15.298607
POL,1995,16.531734
POL,1996,17.208247
POL,1997,18.108217
POL,1998,18.958022
POL,1999,21.182987
POL,2000,22.154027
POL,2001,23.114554
POL,2002,24.384977
POL,2003,25.411615
POL,2004,26.378876
POL,2005,26.785275
POL,2006,27.626061
POL,2007,28.304503
POL,2008,28.474998
POL,2009,29.36572
POL,2010,31.346088
POL,2011,32.81389
POL,2012,33.210826
POL,2013,33.701293
POL,2014,34.154157
POL,2015,34.314904
POL,2016,35.702255
POL,2017,37.402839
POL,2018,39.697197
POL,2019,41.688937
POL,2020,40.975613
PRT,1970,15.884268
PRT,1971,16.742211
PRT,1972,18.288099
PRT,1973,20.619838
PRT,1974,19.602583
PRT,1975,18.01865
PRT,1976,19.117042
PRT,1977,20.192174
PRT,1978,20.934742
PRT,1979,21.974077
PRT,1980,22.607184
PRT,1981,23.001586
PRT,1982,23.646247
PRT,1983,22.689251
PRT,1984,22.454542
PRT,1985,23.320772
PRT,1986,24.392544
PRT,1987,25.088153
PRT,1988,26.291719
PRT,1989,27.066936
PRT,1990,27.707487
PRT,1991,29.164906
PRT,1992,30.209877
PRT,1993,30.169923
PRT,1994,30.35293
PRT,1995,30.792879
PRT,1996,31.328764
PRT,1997,31.945256
PRT,1998,32.308401
PRT,1999,33.021921
PRT,2000,33.39192
PRT,2001,33.741433
PRT,2002,33.986751
PRT,2003,34.135504
PRT,2004,34.873034
PRT,2005,35.267262
PRT,2006,35.925218
PRT,2007,36.484824
PRT,2008,36.718742
PRT,2009,36.568904
PRT,2010,37.676862
PRT,2011,38.253287
PRT,2012,38.624047
PRT,2013,39.167282
PRT,2014,38.770072
PRT,2015,38.765602
PRT,2016,38.80674
PRT,2017,39.115124
PRT,2018,39.068634
PRT,2019,39.642999
PRT,2020,40.007212
SVK,1995,18.990242
SVK,1996,20.198215
SVK,1997,21.49578
SVK,1998,22.578373
SVK,1999,23.212316
SVK,2000,23.959307
SVK,2001,24.800374
SVK,2002,26.583416
SVK,2003,28.668581
SVK,2004,29.479993
SVK,2005,30.452689
SVK,2006,32.274833
SVK,2007,34.710742
SVK,2008,35.458834
SVK,2009,34.443626
SVK,2010,36.662848
SVK,2011,37.224208
SVK,2012,37.794361
SVK,2013,38.717119
SVK,2014,39.486602
SVK,2015,40.869041
SVK,2016,41.019355
SVK,2017,41.962499
SVK,2018,42.94424
SVK,2019,43.915066
SVK,2020,46.076361
ESP,1970,19.456709
ESP,1971,20.254235
ESP,1972,21.883542
ESP,1973,23.266107
ESP,1974,24.326676
ESP,1975,24.740871
ESP,1976,25.741652
ESP,1977,26.69427
ESP,1978,27.944322
ESP,1979,29.080019
ESP,1980,30.842335
ESP,1981,32.129102
ESP,1982,33.182738
ESP,1983,34.482717
ESP,1984,36.786388
ESP,1985,38.244664
ESP,1986,38.769527
ESP,1987,39.227079
ESP,1988,39.92217
ESP,1989,40.663923
ESP,1990,40.610334
ESP,1991,40.93923
ESP,1992,42.095182
ESP,1993,43.075286
ESP,1994,44.336893
ESP,1995,44.707713
ESP,1996,45.202826
ESP,1997,45.127254
ESP,1998,44.914611
ESP,1999,44.756285
ESP,2000,44.96434
ESP,2001,45.03635
ESP,2002,45.106207
ESP,2003,45.24043
ESP,2004,45.385456
ESP,2005,45.562728
ESP,2006,45.829181
ESP,2007,46.335693
ESP,2008,46.455022
ESP,2009,47.574562
ESP,2010,48.783989
ESP,2011,49.504172
ESP,2012,50.45889
ESP,2013,51.186839
ESP,2014,51.339305
ESP,2015,51.745407
ESP,2016,51.978712
ESP,2017,52.431783
ESP,2018,52.314162
ESP,2019,52.401553
ESP,2020,52.253121
ESP,2021,51.226547
SWE,1970,30.206157
SWE,1971,31.127651
SWE,1972,32.497715
SWE,1973,34.000922
SWE,1974,34.804306
SWE,1975,35.534957
SWE,1976,35.500445
SWE,1977,35.610328
SWE,1978,36.955464
SWE,1979,38.157216
SWE,1980,38.351998
SWE,1981,38.68891
SWE,1982,38.877849
SWE,1983,39.271798
SWE,1984,40.507687
SWE,1985,40.87299
SWE,1986,41.775158
SWE,1987,42.560488
SWE,1988,42.515013
SWE,1989,43.046645
SWE,1990,43.065544
SWE,1991,43.618098
SWE,1992,44.583207
SWE,1993,45.56177
SWE,1994,46.707471
SWE,1995,47.578617
SWE,1996,48.395512
SWE,1997,50.360522
SWE,1998,51.691363
SWE,1999,52.468657
SWE,2000,54.375144
SWE,2001,54.797151
SWE,2002,56.754132
SWE,2003,58.928846
SWE,2004,60.978577
SWE,2005,62.707178
SWE,2006,64.541247
SWE,2007,64.701634
SWE,2008,63.575092
SWE,2009,62.666044
SWE,2010,64.863053
SWE,2011,65.418685
SWE,2012,65.083663
SWE,2013,65.583048
SWE,2014,66.351351
SWE,2015,68.27252
SWE,2016,67.864029
SWE,2017,68.496433
SWE,2018,68.72116
SWE,2019,70.343745
SWE,2020,70.525509
EST,2000,21.155461
EST,2001,22.383
EST,2002,23.877254
EST,2003,25.086689
EST,2004,26.787249
EST,2005,28.37254
EST,2006,29.802344
EST,2007,32.051758
EST,2008,30.93992
EST,2009,31.588678
EST,2010,33.2806
EST,2011,32.733169
EST,2012,33.822894
EST,2013,34.255974
EST,2014,35.138109
EST,2015,34.947358
EST,2016,35.864899
EST,2017,36.927656
EST,2018,39.076217
EST,2019,40.473334
EST,2020,41.760009
SVN,1995,24.696415
SVN,1996,26.425819
SVN,1997,28.48187
SVN,1998,29.222361
SVN,1999,30.282513
SVN,2000,31.263905
SVN,2001,32.355075
SVN,2002,32.497236
SVN,2003,33.50062
SVN,2004,34.599443
SVN,2005,36.938074
SVN,2006,39.128271
SVN,2007,40.808356
SVN,2008,40.752803
SVN,2009,38.181149
SVN,2010,39.491962
SVN,2011,40.925467
SVN,2012,40.691154
SVN,2013,40.292879
SVN,2014,40.753894
SVN,2015,40.981064
SVN,2016,42.404997
SVN,2017,44.000646
SVN,2018,45.1561
SVN,2019,45.42766
SVN,2020,45.704734
LVA,2000,18.073126
LVA,2001,18.80082
LVA,2002,20.348649
LVA,2003,22.042334
LVA,2004,24.43295
LVA,2005,26.442685
LVA,2006,27.961343
LVA,2007,30.061651
LVA,2008,27.525735
LVA,2009,28.267079
LVA,2010,29.187427
LVA,2011,29.23211
LVA,2012,31.115666
LVA,2013,31.137564
LVA,2014,31.992581
LVA,2015,33.403752
LVA,2016,34.278257
LVA,2017,35.726824
LVA,2018,36.376781
LVA,2019,38.000804
LVA,2020,38.693729
LTU,1995,15.988801
LTU,1996,16.679871
LTU,1997,17.897998
LTU,1998,18.881262
LTU,1999,19.674674
LTU,2000,19.919349
LTU,2001,22.233444
LTU,2002,23.280649
LTU,2003,25.402728
LTU,2004,26.015947
LTU,2005,27.815226
LTU,2006,30.039651
LTU,2007,32.198426
LTU,2008,32.963896
LTU,2009,31.54323
LTU,2010,32.830639
LTU,2011,35.09795
LTU,2012,35.814127
LTU,2013,36.91694
LTU,2014,37.615436
LTU,2015,37.326012
LTU,2016,36.953394
LTU,2017,39.682168
LTU,2018,40.536245
LTU,2019,42.122569
LTU,2020,44.611804
